"","x"
"313","HFJO_03_EKDL210005548-1a-AK11467-AK14066_HHJKNDSX2_L4"
"314","HFJO_04_EKDL210007862-1a-AK15912-AK18845_HLNT5DSX2_L2"
"315","HFJO_05_EKDL210004788-1a-AK11656-AK574_HHJYYDSX2_L1"
"316","HFJO_06_EKDL210005548-1a-AK11714-AK16250_HHJKNDSX2_L4"
"317","HFJO_07_EKDL210004789-1a-AK11593-AK16256_HHJYYDSX2_L2"
"318","HFJO_08_EKDL210005548-1a-AK11519-AK16232_HHJKNDSX2_L4"
"319","HFJO_09_EKDL210004790-1a-AK11379-AK16266_HHJYYDSX2_L3"
"320","HFJO_10_EKDL210004788-1a-AK11524-AK16276_HHJYYDSX2_L1"
"321","HFJO_11_EKDL210004789-1a-AK11631-AK349_HHJYYDSX2_L2"
"322","HFJO_12_EKDL210005548-1a-AK11208-AK16233_HHJKNDSX2_L4"
"323","HFJO_13_EKDL210007862-1a-AK19010-AK18831_HLNT5DSX2_L2"
"324","HFJO_14_EKDL210005548-1a-AK11615-AK16297_HHJKNDSX2_L4"
"325","HFJO_15_EKDL210004790-1a-AK2372-AK16292_HHJYYDSX2_L3"
"326","HFJO_16_EKDL210009123-1a-AK23756-AK23757_HTVH3DSX2_L3"
"327","HFJO_17_EKDL210005548-1a-AK11718-AK16243_HHJKNDSX2_L4"
"328","HFJO_18_EKDL210005548-1a-AK11190-AK16270_HHJKNDSX2_L4"
"329","HFJO_19_EKDL210009123-1a-AK23758-AK23759_HTVH3DSX2_L3"
"330","HFJO_20_EKDL210009123-1a-AK19070-AK23760_HTVH3DSX2_L3"
"331","HVAD_01_EKDL210009122-1a-AK27198-AK18840_HTVH3DSX2_L3"
"332","HYPP_01_EKDL210007863-1a-AK19167-AK31197_HLNT5DSX2_L2"
"333","HYPP_02_EKDL210007863-1a-AK19040-AK34209_HLNT5DSX2_L2"
"334","HYPP_03_EKDL210007863-1a-AK27209-AK34210_HLNT5DSX2_L2"
"335","HYPP_04_EKDL210007863-1a-AK23756-AK23757_HLNT5DSX2_L2"
"336","HYPP_05_EKDL210007863-1a-AK23758-AK23759_HLNT5DSX2_L2"
"337","HYPP_06_EKDL210007863-1a-AK19070-AK23760_HLNT5DSX2_L2"
"338","HYPP_07_EKDL210007863-1a-AK19015-AK23761_HLNT5DSX2_L2"
"339","HYPP_08_EKDL210007863-1a-AK18652-AK23762_HLNT5DSX2_L2"
"340","HYPP_09_EKDL210007863-1a-AK19087-AK23763_HLNT5DSX2_L2"
"341","HYPP_10_EKDL210007863-1a-AK19059-AK23764_HLNT5DSX2_L2"
"342","HYPP_11_EKDL210007863-1a-AK19150-AK23765_HLNT5DSX2_L2"
"343","HYPP_12_EKDL210007863-1a-AK23766-AK23767_HLNT5DSX2_L2"
"344","HYPP_13_EKDL210007863-1a-AK18634-AK31196_HLNT5DSX2_L2"
"345","HYPP_14_EKDL210007863-1a-AK27212-AK34199_HLNT5DSX2_L2"
"346","HYPP_15_EKDL210007863-1a-AK19156-AK34201_HLNT5DSX2_L2"
"347","HYPP_16_EKDL210009122-1a-AK19225-AK31157_HTVH3DSX2_L3"
"348","HYPP_17_EKDL210009122-1a-AK19185-AK31146_HTVH3DSX2_L3"
"349","HYPP_18_EKDL210009122-1a-AK19265-AK31135_HTVH3DSX2_L3"
"350","HYPP_19_EKDL210009122-1a-AK34061-AK34062_HTVH3DSX2_L3"
"351","HYPP_20_EKDL210009122-1a-AK19176-AK31112_HTVH3DSX2_L3"
"352","INNE_01_EKDL210004790-1a-AK11208-AK16233_HHJYYDSX2_L3"
"353","INNE_02_EKDL210004790-1a-AK11190-AK16270_HHJYYDSX2"
"354","INNE_03_EKDL210009123-1a-AK23722-AK23723_HTVH3DSX2_L3"
"355","INNE_04_EKDL210005548-1a-AK11698-AK16226_HHJKNDSX2_L4"
"356","INNE_05_EKDL210004790-1a-AK11593-AK16256_HHJYYDSX2"
"357","INNE_06_EKDL210009123-1a-AK19172-AK23724_HTVH3DSX2_L3"
"358","INNE_07_EKDL200012859-1a-AK11178-AK16246_HNLVYDSXY_L1"
"359","INNE_08_EKDL200012859-1a-AK11665-AK16278_HNLVYDSXY_L1"
"360","INNE_09_EKDL210004788-1a-AK11726-AK16225_HHJYYDSX2_L1"
"361","INNE_10_EKDL210004789-1a-AK11582-AK8205_HHJYYDSX2_L2"
"362","INNE_11_EKDL200012859-1a-AK11593-AK16256_HNLVYDSXY_L1"
"363","INNE_12_EKDL210004790-1a-AK11665-AK16278_HHJYYDSX2_L3"
"364","INNE_13_EKDL210009123-1a-AK18636-AK23725_HTVH3DSX2_L3"
"365","INNE_14_EKDL210009123-1a-AK19054-AK23703_HTVH3DSX2_L3"
"366","INNE_15_EKDL210004789-1a-AK11605-AK16247_HHJYYDSX2_L2"
"367","INNE_17_EKDL200012859-1a-AK11591-AK16275_HNLVYDSXY_L1"
"368","INNE_19_EKDL210005548-1a-AK11674-AK2690_HHJKNDSX2_L4"
"369","INNE_20_EKDL200012859-1a-AK11384-AK16224_HNLVYDSXY_L1"
"370","INNE_21_EKDL210004789-1a-AK11714-AK16250_HHJYYDSX2_L2"
"371","INNE_22_EKDL210009123-1a-AK18984-AK31192_HTVH3DSX2_L3"
"372","INNE_25_EKDL200012859-1a-AK11495-AK16238_HNLVYDSXY_L1"
"373","KALV_01_EKDL210007862-1a-AK19226-AK19671_HLNT5DSX2_L2"
"374","KALV_02_EKDL210009123-1a-AK18634-AK31196_HTVH3DSX2_L3"
"375","KALV_03_EKDL210007862-1a-AK16181-AK16182_HLNT5DSX2_L2"
"376","KALV_04_EKDL200012859-1a-AK11659-AK16242_HNLVYDSXY_L1"
"377","KALV_05_EKDL210005548-1a-AK11168-AK16259_HHJKNDSX2_L4"
"378","KALV_06_EKDL210005548-1a-AK2372-AK16292_HHJKNDSX2_L4"
"379","KALV_07_EKDL210004789-1a-AK11375-AK16261_HHJYYDSX2_L2"
"380","KALV_08_EKDL210009123-1a-AK27212-AK34199_HTVH3DSX2_L3"
"381","KALV_09_EKDL210009123-1a-AK19156-AK34201_HTVH3DSX2_L3"
"382","KALV_10_EKDL210009123-1a-AK19117-AK23768_HTVH3DSX2_L3"
"383","KALV_11_EKDL210004790-1a-AK717-5UDI1548_HHJYYDSX2_L3"
"384","KALV_11_EKDL210009123-1a-AK18631-AK23769_HTVH3DSX2_L3"
"385","KALV_12_EKDL210005548-1a-AK11464-AK16277_HHJKNDSX2_L4"
"386","KALV_13_EKDL210005548-1a-AK7415-AK16289_HHJKNDSX2_L4"
"387","KALV_16_EKDL210004789-1a-AK11475-AK16282_HHJYYDSX2_L2"
"388","KALV_18_EKDL210004788-1a-AK11584-AK16263_HHJYYDSX2_L1"
"389","KALV_19_EKDL210004790-1a-AK11416-AK16269_HHJYYDSX2_L3"
"390","KALV_20_EKDL210004790-1a-AK11653-AK16291_HHJYYDSX2_L3"
"391","KALV_21_EKDL210004788-1a-AK11195-AK16227_HHJYYDSX2_L1"
"392","KALV_23_EKDL210004789-1a-AK11726-AK16225_HHJYYDSX2_L2"
"393","KALVV_01_EKDL210007862-1a-AK19226-AK19671_HLNT5DSX2_L2"
"394","KALVV_03_EKDL210007862-1a-AK16181-AK16182_HLNT5DSX2_L2"
"395","KLEV_01_EKDL210004790-1a-AK4251-AK16229_HHJYYDSX2_L3"
"396","KLEV_02_EKDL210004790-1a-AK11168-AK16259_HHJYYDSX2_L3"
"397","KLEV_03_EKDL210004789-1a-AK11195-AK16227_HHJYYDSX2_L2"
"398","KLEV_04_EKDL210007862-1a-AK18645-AK19678_HLNT5DSX2_L2"
"399","KLEV_05_EKDL210007863-1a-AK23735-AK23736_HLNT5DSX2_L2"
"400","KLEV_06_EKDL210005548-1a-AK11177-AK16280_HHJKNDSX2_L4"
"401","KLEV_07_EKDL210007863-1a-AK23727-AK23728_HLNT5DSX2_L2"
"402","KLEV_08_EKDL210007863-1a-AK19083-AK31191_HLNT5DSX2_L2"
"403","KLEV_09_EKDL210007863-1a-AK19165-AK34206_HLNT5DSX2_L2"
"404","KLEV_10_EKDL210004790-1a-AK11381-AK16293_HHJYYDSX2_L3"
"405","KLEV_11_EKDL210004789-1a-AK10139-AK9682_HHJYYDSX2_L2"
"406","LANG_01_EKDL210004789-1a-AK11449-AK16245_HHJYYDSX2_L2"
"407","LANG_02_EKDL210004790-1a-AK11661-AK16241_HHJYYDSX2_L3"
"408","LANG_03_EKDL210005548-1a-AK11436-AK16240_HHJKNDSX2_L4"
"409","LANG_04_EKDL210005548-1a-AK11661-AK16241_HHJKNDSX2_L4"
"410","LANG_05_EKDL210007863-1a-AK23707-AK23708_HLNT5DSX2_L2"
"411","LANG_06_EKDL210005548-1a-AK11164-AK16239_HHJKNDSX2_L4"
"412","LANG_07_EKDL210005548-1a-AK11486-AK16237_HHJKNDSX2_L4"
"413","LANG_08_EKDL210007863-1a-AK23709-AK23710_HLNT5DSX2_L2"
"414","LANG_09_EKDL210004789-1a-AK7415-AK16289_HHJYYDSX2_L2"
"415","LANG_10_EKDL210005548-1a-AK11497-AK9485_HHJKNDSX2_L4"
"416","LANG_11_EKDL210004788-1a-AK11456-AK16260_HHJYYDSX2_L1"
"417","LANG_12_EKDL210004788-1a-AK11200-AK15590_HHJYYDSX2_L1"
"418","LANG_13_EKDL210007863-1a-AK23711-AK23712_HLNT5DSX2_L2"
"419","LANG_14_EKDL210004788-1a-AK11433-AK13293_HHJYYDSX2_L1"
"420","LANG_15_EKDL210004790-1a-AK11674-AK2690_HHJYYDSX2_L3"
"421","LANG_16_EKDL210007863-1a-AK19032-AK23713_HLNT5DSX2_L2"
"422","LANG_17_EKDL210004789-1a-AK11171-AK16279_HHJYYDSX2_L2"
"423","LANG_18_EKDL210005548-1a-AK11710-AK16288_HHJKNDSX2_L4"
"424","LANG_19_EKDL210004788-1a-AK11526-AK16296_HHJYYDSX2_L1"
"425","LANG_20_EKDL210004788-1a-AK11683-AK16236_HHJYYDSX2_L1"
"426","LILL_01_EKDL200012859-1a-GG04-AK5420_HNLVYDSXY_L1"
"427","LILL_02_EKDL210004789-1a-AK11464-AK16277_HHJYYDSX2_L2"
"428","LILL_03_EKDL210004789-1a-AK8204-AK9482_HHJYYDSX2_L2"
"429","LILL_04_EKDL200012859-1a-AK11608-AK2002_HNLVYDSXY_L1"
"430","LILL_05_EKDL210005548-1a-AK11433-AK13293_HHJKNDSX2_L4"
"431","LILL_07_EKDL200012859-1a-AK11683-AK16236_HNLVYDSXY_L1"
"432","LILL_08_EKDL200012859-1a-AK11467-AK14066_HNLVYDSXY_L1"
"433","LILL_11_EKDL210004789-1a-AK11471-AK16271_HHJYYDSX2_L2"
"434","LILL_12_EKDL210004789-1a-AK11186-AK1268_HHJYYDSX2_L2"
"435","LILL_13_EKDL210004790-1a-AK11158-AK16267_HHJYYDSX2_L3"
"436","LILL_14_EKDL210005548-1a-AK11479-AK16234_HHJKNDSX2_L4"
"437","LILL_15_EKDL210004790-1a-AK10139-AK9682_HHJYYDSX2_L3"
"438","LILL_16_EKDL210004789-1a-AK11467-AK14066_HHJYYDSX2_L2"
"439","LILL_01_EKDL200012859-1a-GG04-AK5420_HNLVYDSXY_L1"
"440","LILL_02_EKDL210004789-1a-AK11464-AK16277_HHJYYDSX2_L2"
"441","LILL_03_EKDL210004789-1a-AK8204-AK9482_HHJYYDSX2_L2"
"442","LILL_04_EKDL200012859-1a-AK11608-AK2002_HNLVYDSXY_L1"
"443","LILL_05_EKDL210005548-1a-AK11433-AK13293_HHJKNDSX2_L4"
"444","LILL_06_EKDL210009123-1a-AK23705-AK23706_HTVH3DSX2_L3"
"445","LILL_07_EKDL200012859-1a-AK11683-AK16236_HNLVYDSXY_L1"
"446","LILL_08_EKDL200012859-1a-AK11467-AK14066_HNLVYDSXY_L1"
"447","LILL_09_EKDL210009123-1a-AK23707-AK23708_HTVH3DSX2_L3"
"448","LILL_10_EKDL210009123-1a-AK23709-AK23710_HTVH3DSX2_L3"
"449","LILL_11_EKDL210004789-1a-AK11471-AK16271_HHJYYDSX2_L2"
"450","LILL_12_EKDL210004789-1a-AK11186-AK1268_HHJYYDSX2_L2"
"451","LILL_13_EKDL210004790-1a-AK11158-AK16267_HHJYYDSX2_L3"
"452","LILL_14_EKDL210005548-1a-AK11479-AK16234_HHJKNDSX2_L4"
"453","LILL_15_EKDL210004790-1a-AK10139-AK9682_HHJYYDSX2_L3"
"454","LILL_16_EKDL210004789-1a-AK11467-AK14066_HHJYYDSX2_L2"
"455","LILL_17_EKDL210009123-1a-AK23711-AK23712_HTVH3DSX2_L3"
"456","LILL_18_EKDL210009123-1a-AK19032-AK23713_HTVH3DSX2_L3"
"457","LILL_19_EKDL210009123-1a-AK19136-AK23714_HTVH3DSX2_L3"
"458","LILL_20_EKDL210009123-1a-AK19090-AK23691_HTVH3DSX2_L3"
"459","LOGS_01_EKDL210005548-1a-AK12629-AK16244_HHJKNDSX2_L4"
"460","LOGS_02_EKDL210005548-1a-AK11460-AK16272_HHJKNDSX2_L4"
"461","LOGS_03_EKDL210004788-1a-AK11377-AK16262_HHJYYDSX2_L1"
"462","LOGS_04_EKDL210007862-1a-AK19264-AK18803_HLNT5DSX2_L2"
"463","LOGS_05_EKDL210004790-1a-AK11726-AK16225_HHJYYDSX2_L3"
"464","LOGS_06_EKDL210007862-1a-AK19272-AK18819_HLNT5DSX2_L2"
"465","LOGS_07_EKDL210004790-1a-GG04-AK5420_HHJYYDSX2_L3"
"466","LOGS_08_EKDL210004790-1a-AK11640-AK16265_HHJYYDSX2_L3"
"467","LOGS_09_EKDL210007862-1a-AK19268-AK18835_HLNT5DSX2_L2"
"468","LOGS_10_EKDL210007862-1a-AK19255-AK19666_HLNT5DSX2_L2"
"469","LOGS_11_EKDL210004789-1a-AK11381-AK16293_HHJYYDSX2_L2"
"470","LOGS_12_EKDL210004788-1a-AK11401-AK7949_HHJYYDSX2_L1"
"471","LOGS_12_EKDL210007862-1a-AK16169-AK16170_HLNT5DSX2_L2"
"472","LOGS_13_EKDL210004788-1a-AK11603-AK16257_HHJYYDSX2_L1"
"473","LOGS_14_EKDL210007862-1a-AK16185-AK16186_HLNT5DSX2_L2"
"474","LOGS_15_EKDL210004788-1a-AK11436-AK16240_HHJYYDSX2_L1"
"475","LOGS_16_EKDL210007862-1a-AK16201-AK16202_HLNT5DSX2_L2"
"476","LOGS_17_EKDL210007862-1a-AK16217-AK16218_HLNT5DSX2_L2"
"477","LOGS_18_EKDL210004789-1a-AK11685-AK16235_HHJYYDSX2_L2"
"478","LOGS_19_EKDL210007862-1a-AK19222-AK19679_HLNT5DSX2_L2"
"479","Lurida_01_EKDL210004788-1a-AK11677-AK5989_HHJYYDSX2_L1"
"480","MOLU_01_EKDL210004788-1a-AK717-5UDI1548_HHJYYDSX2_L1"
"481","MOLU_02_EKDL210004788-1a-AK12626-AK16295_HHJYYDSX2_L1"
"482","MOLU_03_EKDL200012859-1a-AK11160-AK9453_HNLVYDSXY_L1"
"483","MOLU_04_EKDL210004788-1a-AK11714-AK16250_HHJYYDSX2_L1"
"484","MOLU_05_EKDL210005548-1a-AK11528-AK14283_HHJKNDSX2_L4"
"485","MOLU_06_EKDL200012859-1a-AK11449-AK16245_HNLVYDSXY_L1"
"486","MOLU_07_EKDL210004790-1a-AK11160-AK9453_HHJYYDSX2_L3"
"487","MOLU_08_EKDL210004788-1a-AK11171-AK16279_HHJYYDSX2_L1"
"488","MOLU_09_EKDL210009123-1a-AK31851-AK31852_HTVH3DSX2_L3"
"489","MOLU_10_EKDL210004789-1a-AK11495-AK16238_HHJYYDSX2_L2"
"490","MOLU_11_EKDL210004790-1a-AK11387-AK16228_HHJYYDSX2_L3"
"491","MOLU_12_EKDL210005548-1a-AK11524-AK16276_HHJKNDSX2_L4"
"492","MOLU_13_EKDL210004788-1a-AK11605-AK16247_HHJYYDSX2_L1"
"493","MOLU_14_EKDL210004788-1a-AK11460-AK16272_HHJYYDSX2_L1"
"494","MOLU_15_EKDL210004789-1a-GG04-AK5420_HHJYYDSX2_L2"
"495","MOLU_16_EKDL210009123-1a-AK19144-AK23752_HTVH3DSX2_L3"
"496","MOLU_17_EKDL210004789-1a-AK11158-AK16267_HHJYYDSX2_L2"
"497","MOLU_18_EKDL210009123-1a-AK19046-AK23753_HTVH3DSX2_L3"
"498","MOLU_19_EKDL210004789-1a-AK11433-AK13293_HHJYYDSX2_L2"
"499","MOLU_25_EKDL200012859-1a-AK11426-AK5939_HNLVYDSXY_L1"
"500","MORL_NS.1445.002.IDT_i7_101---IDT_i5_101.MLX1.1.5X"
"501","MORL_NS.1445.002.IDT_i7_113---IDT_i5_113.MLX12.1.5X"
"502","MORL_NS.1445.002.IDT_i7_126---IDT_i5_126.MLX14.1.5X"
"503","MORL_NS.1445.002.IDT_i7_127---IDT_i5_127.MLX16.1.5X"
"504","MORL_NS.1445.002.IDT_i7_128---IDT_i5_128.MLX7.1.5X"
"505","MORL_NS.1445.002.IDT_i7_129---IDT_i5_129.MLX9.1.5X"
"506","MORL_NS.1445.002.IDT_i7_140---IDT_i5_140.MLX18.1.5X"
"507","MORL_NS.1445.002.IDT_i7_149---IDT_i5_149.MLX2.1.5X"
"508","MORL_NS.1445.002.IDT_i7_161---IDT_i5_161.MLX13.1.5X"
"509","MORL_NS.1445.002.IDT_i7_162---IDT_i5_162.MLX4.1.5X"
"510","MORL_NS.1445.002.IDT_i7_163---IDT_i5_163.MLX6.1.5X"
"511","MORL_NS.1445.002.IDT_i7_165---IDT_i5_165.MLX10.1.5X"
"512","MORL_NS.1445.002.IDT_i7_174---IDT_i5_174.MLX15.1.5X"
"513","MORL_NS.1445.002.IDT_i7_175---IDT_i5_175.MLX17.1.5X"
"514","MORL_NS.1445.002.IDT_i7_176---IDT_i5_176.MLX8.1.5X"
"515","MORL_NS.1445.002.IDT_i7_188---IDT_i5_188.MLX19.1.5X"
"516","MORL_NS.1445.002.IDT_i7_189---IDT_i5_189.MLX11.1.5X"
"517","NELL_03_EKDL200012859-1a-AK11190-AK16270_HNLVYDSXY_L1"
"518","NELL_05_EKDL200012859-1a-AK7016-AK16255_HNLVYDSXY_L1"
"519","NELL_06_EKDL210004788-1a-AK11204-AK16254_HHJYYDSX2_L1"
"520","NELL_07_EKDL210004790-1a-AK11490-AK14430_HHJYYDSX2_L3"
"521","NELL_08_EKDL200012859-1a-AK11661-AK16241_HNLVYDSXY_L1"
"522","NELL_09_EKDL210004790-1a-AK11572-AK16283_HHJYYDSX2_L3"
"523","NELL_10_EKDL210004788-1a-AK11476-AK16258_HHJYYDSX2_L1"
"524","NELL_11_EKDL210004789-1a-AK11630-AK16248_HHJYYDSX2_L2"
"525","NELL_13_EKDL210004788-1a-AK8204-AK9482_HHJYYDSX2_L1"
"526","NELL_14_EKDL210004790-1a-AK11467-AK14066_HHJYYDSX2_L3"
"527","NELL_15_EKDL210007862-1a-AK19039-AK19677_HLNT5DSX2_L2"
"528","NELL_17_EKDL210005548-1a-AK11593-AK16256_HHJKNDSX2_L4"
"529","NELL_18_EKDL210004789-1a-AK11486-AK16237_HHJYYDSX2_L2"
"530","NELL_19_EKDL210009123-1a-AK19095-AK23744_HTVH3DSX2_L3"
"531","NELL_20_EKDL210009123-1a-AK19130-AK23745_HTVH3DSX2_L3"
"532","NELL_21_EKDL210009123-1a-AK19011-AK22952_HTVH3DSX2_L3"
"533","NELL_22_EKDL210009123-1a-AK18650-AK23751_HTVH3DSX2_L3"
"534","NELL_23_EKDL210009123-1a-AK19099-AK34207_HTVH3DSX2_L3"
"535","NELL_25_EKDL200012859-1a-AK4251-AK16229_HNLVYDSXY_L1"
"536","NELL_32_EKDL200012859-1a-AK11631-AK349_HNLVYDSXY_L1"
"537","NISS_02_EKDL210004790-1a-AK11629-AK16249_HHJYYDSX2_L3"
"538","NISS_03_EKDL210005548-1a-AK11375-AK16261_HHJKNDSX2_L4"
"539","NISS_04_EKDL200012859-1a-AK11598-AK16273_HNLVYDSXY_L1"
"540","NISS_05_EKDL210004789-1a-AK2372-AK16292_HHJYYDSX2_L2"
"541","NISS_06_EKDL210005548-1a-AK11171-AK16279_HHJKNDSX2_L4"
"542","NISS_07_EKDL210005548-1a-AK11584-AK16263_HHJKNDSX2_L4"
"543","NISS_08_EKDL210007862-1a-AK18996-AK19697_HLNT5DSX2_L2"
"544","NISS_09_EKDL210005548-1a-GG04-AK5420_HHJKNDSX2_L4"
"545","NISS_10_EKDL210007862-1a-AK15914-AK19705_HLNT5DSX2_L2"
"546","NISS_12_EKDL200012859-1a-AK2372-AK16292_HNLVYDSXY_L1"
"547","NISS_13_EKDL210007862-1a-AK18643-AK18817_HLNT5DSX2_L2"
"548","NISS_16_EKDL200012859-1a-AK11572-AK16283_HNLVYDSXY_L1"
"549","NISS_21_EKDL200012859-1a-AK11497-AK9485_HNLVYDSXY_L1"
"550","NISS_26_EKDL200012859-1a-AK11473-AK16281_HNLVYDSXY_L1"
"551","NISS_27_EKDL210007863-1a-AK34208-AK29626_HLNT5DSX2_L2"
"552","NISS_31_EKDL200012859-1a-AK11603-AK16257_HNLVYDSXY_L1"
"553","NISS_32_01_EKDL200012859-1a-AK11524-AK16276_HNLVYDSXY_L1"
"554","NISS_38_EKDL200012859-1a-AK11528-AK14283_HNLVYDSXY_L1"
"555","NISS_39_EKDL200012859-1a-AK12629-AK16244_HNLVYDSXY_L1"
"556","NISS_42_EKDL200012859-1a-AK11584-AK16263_HNLVYDSXY_L1"
"557","NISS_49_a_EKDL200012859-1a-AK11615-AK16297_HNLVYDSXY_L1"
"558","ORIS_01_EKDL210009122-1a-AK31127-AK31128_HTVH3DSX2_L3"
"559","ORIS_04_EKDL210009122-1a-AK31228-AK31229_HTVH3DSX2_L3"
"560","ORIS_05_EKDL210009122-1a-AK19049-AK31216_HTVH3DSX2_L3"
"561","ORIS_06_EKDL210009122-1a-AK19202-AK18625_HTVH3DSX2_L3"
"562","ORIS_07_EKDL210009122-1a-AK18647-AK31198_HTVH3DSX2_L3"
"563","ORIS_08_EKDL210009122-1a-AK19053-AK31180_HTVH3DSX2_L3"
"564","ORIS_09_EKDL210009122-1a-AK31171-AK31172_HTVH3DSX2_L3"
"565","ORIS_10_EKDL210009122-1a-AK31158-AK31159_HTVH3DSX2_L3"
"566","ORIS_11_EKDL210009122-1a-AK19066-AK31149_HTVH3DSX2_L3"
"567","ORIS_12_EKDL210009122-1a-AK31138-AK31139_HTVH3DSX2_L3"
"568","ORIS_13_EKDL210009122-1a-AK31125-AK31126_HTVH3DSX2_L3"
"569","ORNE_01_EKDL210007862-1a-AK19023-AK18833_HLNT5DSX2_L2"
"570","ORNE_02_EKDL210007862-1a-AK19060-AK18847_HLNT5DSX2_L2"
"571","ORNE_03_EKDL210007862-1a-AK19227-AK18822_HLNT5DSX2_L2"
"572","ORNE_04_EKDL210004789-1a-AK11379-AK16266_HHJYYDSX2_L2"
"573","ORNE_05_EKDL210004789-1a-AK11718-AK16243_HHJYYDSX2_L2"
"574","ORNE_06_EKDL210004789-1a-AK11629-AK16249_HHJYYDSX2_L2"
"575","ORNE_07_EKDL210005548-1a-AK11685-AK16235_HHJKNDSX2_L4"
"576","ORNE_08_EKDL210007862-1a-AK16183-AK16184_HLNT5DSX2_L2"
"577","ORNE_11_EKDL210007862-1a-AK16199-AK16200_HLNT5DSX2_L2"
"578","ORNE_12_EKDL200012859-1a-AK11475-AK16282_HNLVYDSXY_L1"
"579","ORNE_13_EKDL210004790-1a-AK7685-AK16294_HHJYYDSX2_L3"
"580","ORNE_14_EKDL210004790-1a-AK11714-AK16250_HHJYYDSX2_L3"
"581","ORNE_15_EKDL210004790-1a-AK11177-AK16280_HHJYYDSX2_L3"
"582","ORNE_16_EKDL210007862-1a-AK16215-AK16216_HLNT5DSX2_L2"
"583","OSTR_01_EKDL210004788-1a-AK11582-AK8205_HHJYYDSX2_L1"
"584","OSTR_02_EKDL210004788-1a-AK11486-AK16237_HHJYYDSX2_L1"
"585","OSTR_03_EKDL210005548-1a-AK11387-AK16228_HHJKNDSX2_L4"
"586","OSTR_04_EKDL210004788-1a-AK11379-AK16266_HHJYYDSX2_L1"
"587","OSTR_07_EKDL210004789-1a-AK11490-AK14430_HHJYYDSX2_L2"
"588","OSTR_08_EKDL210007862-1a-AK19187-AK18640_HLNT5DSX2_L2"
"589","OSTR_09_EKDL210007862-1a-AK19182-AK19692_HLNT5DSX2_L2"
"590","OSTR_10_EKDL210004789-1a-AK11479-AK16234_HHJYYDSX2_L2"
"591","OSTR_11_EKDL210004788-1a-AK11702-AK16286_HHJYYDSX2_L1"
"592","OSTR_12_EKDL210004789-1a-AK717-5UDI1548_HHJYYDSX2_L2"
"593","OSTR_13_EKDL210009122-1a-AK31188-AK31189_HTVH3DSX2_L3"
"594","OSTR_14_EKDL210009122-1a-AK19142-AK34060_HTVH3DSX2_L3"
"595","OSTR_15_EKDL210004790-1a-AK11476-AK16258_HHJYYDSX2_L3"
"596","OSTR_16_EKDL210004789-1a-AK11377-AK16262_HHJYYDSX2_L2"
"597","OSTR_16_EKDL210009122-1a-AK27189-AK31168_HTVH3DSX2_L3"
"598","OSTR_17_EKDL210005548-1a-AK11667-AK16287_HHJKNDSX2_L4"
"599","OSTR_18_EKDL210009123-1a-AK23735-AK23736_HTVH3DSX2_L3"
"600","OSTR_19_EKDL210004789-1a-AK11608-AK2002_HHJYYDSX2_L2"
"601","OSTR_20_EKDL210005548-1a-AK11476-AK16258_HHJKNDSX2_L4"
"602","OSTR_21_EKDL210009123-1a-AK23727-AK23728_HTVH3DSX2_L3"
"603","OSTR_22_EKDL210009123-1a-AK19141-AK23776_HTVH3DSX2_L3"
"604","PONT_01_EKDL200012859-1a-AK11506-AK16290_HNLVYDSXY_L1"
"605","PONT_02_EKDL210009123-1a-AK19083-AK31191_HTVH3DSX2_L3"
"606","PONT_03_EKDL210004788-1a-AK7016-AK16255_HHJYYDSX2_L1"
"607","PONT_03_EKDL210007862-1a-AK16197-AK16198_HLNT5DSX2_L2"
"608","PONT_04_EKDL210009123-1a-AK19165-AK34206_HTVH3DSX2_L3"
"609","PONT_05_EKDL210009123-1a-AK19126-AK23737_HTVH3DSX2_L3"
"610","PONT_06_EKDL200012859-1a-AK11690-AK16231_HNLVYDSXY_L1"
"611","PONT_07_EKDL210004788-1a-AK11528-AK14283_HHJYYDSX2_L1"
"612","PONT_08_EKDL210004789-1a-AK11603-AK16257_HHJYYDSX2_L2"
"613","PONT_09_EKDL200012859-1a-AK11519-AK16232_HNLVYDSXY_L1"
"614","PONT_10_EKDL210004789-1a-AK11164-AK16239_HHJYYDSX2_L2"
"615","PONT_10_EKDL210009123-1a-AK18982-AK23738_HTVH3DSX2_L3"
"616","PONT_13_EKDL210004789-1a-AK11456-AK16260_HHJYYDSX2_L2"
"617","PONT_15_EKDL200012859-1a-AK7685-AK16294_HNLVYDSXY_L1"
"618","PONT_16_EKDL200012859-1a-AK11485-AK16252_HNLVYDSXY_L1"
"619","PONT_17_EKDL210004788-1a-AK11665-AK16278_HHJYYDSX2_L1"
"620","PONT_19_EKDL210004789-1a-AK11426-AK5939_HHJYYDSX2_L2"
"621","PONT_20_EKDL210004788-1a-AK11208-AK16233_HHJYYDSX2_L1"
"622","PONT_20_EKDL210007862-1a-AK16213-AK16214_HLNT5DSX2_L2"
"623","RAMS_02_EKDL200012859-1a-AK11629-AK16249_HNLVYDSXY_L1"
"624","RAMS_03_EKDL210005548-1a-AK11526-AK16296_HHJKNDSX2_L4"
"625","RAMS_04_EKDL200012859-1a-AK11702-AK16286_HNLVYDSXY_L1"
"626","RAMS_05_EKDL210004790-1a-AK11591-AK16275_HHJYYDSX2_L3"
